/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-4-2014.px	2017-06-23	Sources of irrigation of actually irrigated lands (01.08.2013-31.07.2014) by legal status, sources of irrigation and marzes
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-5.1.px	2017-07-25	Agricultural holdings by marzes, Size classes (ha) , legal status and plant protection and/or use of fertilizers
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-6.1-2014.px	2017-06-22	Agricultural holdings which have livestock and/or poultry (10.10.2014) by legal status, marzes and livestock and/or poultry
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-6.2-2014.px	2017-06-23	Number of cattle and poultry (as per 10.10.2014) by legal status, marzes and livestock and poultry
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-7.1-2014.px	2017-07-25	Number of fish-farming agricultural holdings and areas of fish-farming basins (01.08.2012-31.07.2013) by marzes, legal status and agricultural holdings and areas of fish-farming basins
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-7.2-2014.px	2017-07-25	Number of fish-farming agricultural holdings and areas of fish-farming basins (01.08.2012-31.07.2013) by marzes, legal status and agricultural holdings and areas of fish-farming basins
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-8.1-2014.px	2017-09-13	Number of agricultural holdings (as per 10.10.2014) by marzes, legal status and storehouses and sheds, refrigerators for storing agricultural products
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-8.2-2014.px	2017-09-13	Number of agricultural holdings1 (as per 10.10.2014) by marzes, legal status and buildings/facilities for livestock/poultry
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-8.4-2014n.px	2017-07-25	Availability of own agricultural machinery/equipment in agricultural holdings, their usage by marzes, type of machinery/equipment, legal status and number of agricultural holdings and equipment
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-8.5-2014n.px	2017-07-25	Number of agricultural holdings by marzes, the rented agricultural machinery/equipment, legal status and users of services of agricultural machinery/equipment utilisation
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-8.6-2014.px	2017-08-02	Number of agricultural holdings which used horses or other draft animals for agricultural activities (01.08.2013-31.07.2014) by marzes and legal status
/6 Agriculture, forestry and fishing/AF-1-2024.px	2026-05-12	Livestock by marzes, types and years
/6 Agriculture, forestry and fishing/AF-1-2024 .px	2024-05-07	Livestock by marzes, types and years
/6 Agriculture, forestry and fishing/AF-3-2023.px	2026-05-13	Main Indicators of Agriculture by marzes, indicators and years
/6 Agriculture, forestry and fishing/AF-3-2024.px	2025-12-05	Main Indicators of Agriculture by marzes, indicators and years
/6 Agriculture, forestry and fishing/AF-5-2023.px	2026-05-14	Marketability level of agricultural crops, according to the annual survey data of the individual households (farms) included in the sample observation field agriculture statistics by marzes, indicators and years
/6 Agriculture, forestry and fishing/AF-5-2024.px	2025-12-04	Marketability level of agricultural crops, according to the annual survey data of the individual households (farms) included in the sample observation field agriculture statistics by marzes, indicators and years
/6 Agriculture, forestry and fishing/AF-7-2024.px	2025-07-09	Production agricultural products per capita by indicators and years
/7 Food Security/FS-1-2024.px	2025-08-28	Ra National Food Balances by food commodity groups/food commodity, indicator and year
/7 Food Security/FS-1-2025.px	2026-08-27	Ra National Food Balances by food commodity groups/food commodity, indicator and year
/8 Environment/(A) Emissions of pollutants into the atmospheric air/EE-a1.px	2025-07-08	(A1)Emissions of pollutants into the atmospheric air by pollutants and years
/8 Environment/(A) Emissions of pollutants into the atmospheric air/EE-a1-1.px	2025-07-08	(A1-1)Emissions of pollutants into the atmospheric air (per capita and per square) by pollutants and years
/8 Environment/(A) Emissions of pollutants into the atmospheric air/EE-a2.px	2025-04-16	(A2)Ambient air quality in urban areas by cities, emissions and years
/8 Environment/(A) Emissions of pollutants into the atmospheric air/EE-a3.px	2024-11-21	(A3)Consumption** of ozone-depleting substances by substance and years
/8 Environment/(B) Climate change/(B2) Atmospheric precipitation, by years/EE-b2-1.px	2025-04-17	Amount of atmospheric precipitations and deviation from norm of 1961-1990 by months and years
/8 Environment/(B) Climate change/(B2) Atmospheric precipitation, by years/EE-b2-2.px	2025-04-16	Concentration of controlled substances in atmospheric precipitations* by substances and years
/8 Environment/(B) Climate change/(B3) Greenhouse gas emissions/EE-b3-1.px	2025-11-11	Absolute values of Greenhouse gas emissions* (Gg CO2 eq) by Greenhouse gases and years**
/8 Environment/(B) Climate change/(B3) Greenhouse gas emissions/EE-b3-2.px	2025-11-11	Aggregated emissions of Greenhouse gas (Kt CO2 eq) by sectors and years*
/8 Environment/(B) Climate change/EE-b1.px	2025-04-17	(B1)Average temperature of air and deviation from norm of 1961-1990 by months and years
/8 Environment/(C) Water resources/13.(C16) Polluted waste water (without purification and insufficiently purified waste water), by years/EE-c16-1.px	2025-11-12	Polluted wastewater by indicators and years
/8 Environment/(C) Water resources/13.(C16) Polluted waste water (without purification and insufficiently purified waste water), by years/EE-c16-2.px	2025-11-12	The content of hazardous substances in wastewaters by substances and years
/8 Environment/(C) Water resources/EE-c1.px	2025-11-11	(C1)Renewable freshwater resources by indicators and years
/8 Environment/(C) Water resources/EE-c14.px	2025-12-11	(C14) Population connected to wastewater treatment by indicators and years
/8 Environment/(C) Water resources/EE-c15.px	2025-11-11	(C15) Wastewater treatment facilities by indicators and years
/8 Environment/(C) Water resources/EE-c2.px	2025-11-11	(C2) Freshwater abstraction (surface and groundwater) by indicators and years
/8 Environment/(C) Water resources/EE-c2-1.px	2025-11-11	(C2-1)Freshwater abstraction by NACE and years
/8 Environment/(C) Water resources/EE-c3.px	2025-11-11	(C3)Water use by NACE and years
/8 Environment/(C) Water resources/EE-c4.px	2025-11-11	(C4)Household water use per capita by indicators and years
/8 Environment/(C) Water resources/EE-c5.px	2025-11-11	(C5)Public water supply by purpose and years
/8 Environment/(C) Water resources/EE-c7.px	2025-11-11	(C7)Water losses by NACE and years
/8 Environment/(C) Water resources/EE-c9.px	2025-11-11	(C9) Drinking water quality by type of water supply, years and indicators
/8 Environment/(D)  Biodiversity/EE-d1.px	2025-11-12	(D1)Main indicators specially protected areas by categories and years
/8 Environment/(D)  Biodiversity/EE-d3.px	2025-11-12	(D3)Forests and other wooded areas by indicators and years*
/8 Environment/(D)  Biodiversity/EE-d4.px	2021-10-13	(D4)Threatened and protected species (animals and plants)** by types, indicators and years
/8 Environment/(E,F) Land and Agriculture/EE-f1.px	2024-11-30	(E1, F1) The land resources and irrigated lands by significance, types and years
/8 Environment/(E,F) Land and Agriculture/EE-f2.px	2021-10-13	(F2)Fertilizer consumption by indicators and years
/8 Environment/(E,F) Land and Agriculture/EE-f4.px	2021-10-13	(F4)Pesticide consumption by indicators and years
/8 Environment/(I) Waste/EE-i1-1.px	2025-07-08	(I1) Waste generation by indicators and years
/8 Environment/(I) Waste/EE-i1-2.px	2026-01-23	(I1-1) Waste generation by NACE, hazardous classes and years
/8 Environment/(I) Waste/EE-i2.px	2025-07-08	(I2) Flow of hazardous waste (without municipal waste) by indicators and years
/8 Environment/(J) Environmental financing/EE-j-1.px	2025-07-09	Curent expenditure for nature protection and fixed assets by indicators and years
/8 Environment/(J) Environmental financing/EE-j-2.px	2025-07-09	Environmental taxes and payments for nature use by types and years
/8 Environment/EE-min.px	2025-07-08	Mining of solid minerals by indicators and years
/8 Environment/Environmental economic accounts/Water Accounts/EE-EE-WA-1.px	2024-11-29	Physical water use and supply table by years, indicators and NACE categories and types
/8 Environment/Environmental economic accounts/Water Accounts/EE-EE-WA-2.px	2024-11-29	Physical water use and supply matrix inside economy by years, indicators and NACE categories and types
/8 Environment/Environmental economic accounts/Water Accounts/EE-EE-WA-3.px	2026-01-21	Hybrid water supply table by years, indicators and NACE categories and types
/8 Environment/Environmental economic accounts/Water Accounts/EE-EE-WA-4.px	2026-01-20	Hybrid water use table by years, indicators and NACE categories and types
/8 Environment/Environmental economic accounts/Water Accounts/EE-EE-WA-5.px	2026-01-20	Key Indicators by type and years
/8 Environment/Life quality/EE-lq-1.px	2021-12-02	Mortality rate attributed to household and ambient air pollution* by marzes and years
/8 Environment/Life quality/EE-lq-10.px	2021-12-02	Environmental satisfaction of population* by type of complaint, marzes and years
/8 Environment/Life quality/EE-lq-12.px	2021-12-02	Annual mean levels of fine particulate matter in cities* by cities and observation stations and years
/8 Environment/Life quality/EE-lq-2.px	2021-12-02	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene* by marzes and years
/8 Environment/Life quality/EE-lq-3.px	2021-12-02	Mortality rate attributed to unintentional poisoning* by marzes and years
/8 Environment/Life quality/EE-lq-4.px	2021-12-02	Number of deaths, persons missing, who survived and evacuated attributed to disasters* by type of disaster, marzes and years
/8 Environment/Life quality/EE-lq-7.px	2021-12-02	Proportion of population using safely managed drinking water services* by marzes and years
/8 Environment/Life quality/EE-lq-8.px	2021-12-02	Proportion of population attributed to exceedance of air quality standards in urban areas* by ambient air pollutants, marzes and years
/8 Environment/Life quality/EE-lq-9.px	2021-12-02	Proportion of population using safely managed sanitation services* by type of service, marzes and years
/8 Environment/Life quality/EE-lq-CompInd.px	2021-12-02	Composite indicator of Life Quality related to the environment by marzes and years
